0.641	0.601
0.633	0.59
0.634	0.551
0.594	0.552
0.578	0.527
0.616	0.584
0.616	0.574
0.597	0.546
0.639	0.582
0.629	0.576
0.588	0.566
0.619	0.554
0.601	0.551
0.57	0.557
0.564	0.549
0.596	0.596
0.628	0.555
0.591	0.536
0.619	0.578
0.597	0.557
0.628	0.605
0.592	0.549
0.61	0.535
0.596	0.563
0.572	0.592
0.614	0.612
0.62	0.542
0.586	0.549
0.584	0.58
0.575	0.571
0.569	0.551
0.585	0.516
0.559	0.538
0.587	0.499
0.557	0.541
0.603	0.559
0.572	0.584
0.588	0.525
0.608	0.511
0.612	0.567
0.621	0.577
0.62	0.602
0.636	0.536
0.619	0.544
0.598	0.536
0.58	0.58
0.547	0.521
0.557	0.506
0.613	0.545
0.579	0.539
0.53	0.53
0.561	0.498
0.582	0.549
0.561	0.5
0.575	0.567
0.599	0.517
0.551	0.539
0.588	0.484
0.579	0.574
0.602	0.556
0.555	0.555
0.565	0.515
0.56	0.495
0.561	0.552
0.55	0.532
0.555	0.541
0.585	0.539
0.589	0.533
0.549	0.475
0.592	0.517
0.602	0.519
0.599	0.517
0.584	0.505
0.589	0.521
0.568	0.527
0.593	0.531
0.538	0.497
0.549	0.531
0.587	0.555
0.566	0.545
0.559	0.497
0.58	0.524
0.559	0.499
0.561	0.504
0.549	0.524
0.594	0.533
0.559	0.463
0.536	0.513
0.576	0.519
0.551	0.491
0.546	0.487
0.551	0.54
0.557	0.53
0.558	0.476
0.548	0.514
0.557	0.498
0.525	0.531
0.527	0.53
0.559	0.492
0.543	0.475
0.559	0.511
0.539	0.498
0.605	0.473
0.522	0.502
0.577	0.484
0.548	0.495
0.544	0.51
0.519	0.483
0.558	0.498
0.545	0.483
0.524	0.477
0.547	0.498
0.55	0.468
0.524	0.496
0.496	0.492
0.572	0.459
0.572	0.448
0.547	0.486
0.524	0.497
0.551	0.473
0.536	0.482
0.576	0.46
0.551	0.508
0.527	0.518
0.624	0.474
0.602	0.51
0.579	0.473
0.548	0.518
0.555	0.501
0.534	0.54
0.55	0.437
0.585	0.491
0.56	0.5
0.53	0.503
0.517	0.48
0.559	0.431
0.572	0.427
0.557	0.461
0.534	0.511
0.539	0.476
0.533	0.483
0.546	0.459
0.455	0.488
0.515	0.507
0.547	0.463
0.464	0.51
0.497	0.42
0.557	0.481
0.556	0.494
0.553	0.49
0.572	0.452
0.537	0.435
0.573	0.474
0.476	0.503
0.521	0.464
0.51	0.471
0.53	0.404
0.509	0.436
0.569	0.463
0.591	0.456
0.506	0.433
0.521	0.451
0.501	0.412
0.587	0.454
0.551	0.474
0.543	0.459
0.497	0.463
0.51	0.421
0.515	0.418
0.534	0.457
0.492	0.514
0.571	0.456
0.535	0.417
0.506	0.447
0.556	0.493
0.497	0.446
0.526	0.445
0.508	0.468
0.541	0.471
0.5	0.468
0.531	0.455
0.528	0.406
0.509	0.47
0.538	0.409
0.459	0.384
0.527	0.43
0.509	0.456
0.462	0.421
0.513	0.425
0.503	0.434
0.504	0.408
0.514	0.425
0.533	0.405
0.497	0.416
0.498	0.424
0.501	0.448
0.533	0.43
0.555	0.449
0.533	0.453
0.472	0.394
0.495	0.421
0.511	0.449
0.509	0.403
0.532	0.421
0.503	0.408
0.506	0.428
0.53	0.406
0.473	0.386
0.489	0.441
0.509	0.369
0.503	0.431
0.489	0.431
0.46	0.374
0.456	0.344
0.475	0.38
0.516	0.4
0.48	0.393
0.522	0.372
0.552	0.433
0.516	0.394
0.502	0.387
0.513	0.441
0.505	0.385
0.48	0.37
0.484	0.393
0.486	0.424
0.539	0.395
0.505	0.374
0.523	0.371
0.458	0.404
0.476	0.369
0.476	0.394
0.504	0.427
0.443	0.363
0.482	0.401
0.483	0.415
0.463	0.412
0.488	0.378
0.467	0.386
0.46	0.372
0.465	0.375
0.489	0.334
0.469	0.37
0.448	0.335
0.515	0.364
0.433	0.351
0.521	0.387
0.506	0.442
0.506	0.331
0.488	0.377
0.54	0.404
0.473	0.361
0.49	0.361
0.519	0.376
0.501	0.332
0.481	0.314
0.445	0.331
0.461	0.386
0.424	0.39
0.479	0.399
0.465	0.386
0.429	0.35
0.478	0.365
0.423	0.336
0.525	0.423
0.447	0.376
0.472	0.385
0.51	0.392
0.488	0.395
0.472	0.374
0.486	0.374
0.471	0.323
0.45	0.322
0.533	0.301
0.43	0.333
0.433	0.301
0.413	0.311
0.507	0.378
0.477	0.3
0.498	0.301
0.464	0.381
0.44	0.333
0.431	0.326
0.435	0.315
0.508	0.346
0.528	0.378
0.446	0.319
0.444	0.289
0.446	0.351
0.432	0.299
0.456	0.348
0.465	0.349
0.459	0.375
0.442	0.296
0.471	0.381
0.442	0.317
0.475	0.311
0.448	0.313
0.471	0.381
0.456	0.324
0.408	0.319
0.501	0.369
0.489	0.324
0.471	0.301
0.446	0.315
0.48	0.362
0.47	0.343
0.438	0.384
0.406	0.29
0.435	0.326
0.49	0.3
0.464	0.374
0.434	0.341
0.373	0.288
0.513	0.327
0.45	0.297
0.436	0.338
0.458	0.269
0.528	0.339
0.476	0.306
0.461	0.322
0.476	0.28
0.408	0.292
0.447	0.339
0.454	0.302
0.448	0.307
0.443	0.358
0.443	0.305
0.404	0.311
0.424	0.348
0.429	0.332
0.43	0.289
0.444	0.293
0.437	0.316
0.434	0.304
0.4	0.284
0.393	0.299
0.413	0.315
0.371	0.276
0.422	0.264
0.505	0.317
0.513	0.29
0.425	0.266
0.375	0.269
0.443	0.346
0.451	0.315
0.431	0.328
0.379	0.255
0.426	0.343
0.39	0.302
0.371	0.264
0.402	0.332
0.402	0.273
0.454	0.33
0.459	0.314
0.428	0.297
0.422	0.266
0.375	0.287
0.375	0.283
0.385	0.262
0.448	0.273
0.384	0.254
0.417	0.272
0.363	0.303
0.417	0.285
0.481	0.329
0.436	0.298
0.387	0.287
0.429	0.243
0.377	0.277
0.372	0.271
0.371	0.257
0.421	0.272
0.393	0.264
0.354	0.277
0.42	0.227
0.347	0.273
0.402	0.284
0.394	0.273
0.404	0.287
0.349	0.24
0.355	0.274
0.495	0.233
0.325	0.207
0.378	0.276
0.395	0.247
0.445	0.256
0.43	0.289
0.386	0.246
0.358	0.224
0.395	0.269
0.402	0.239
0.349	0.252
0.401	0.266
0.382	0.263
0.359	0.251
0.406	0.29
0.391	0.26
0.366	0.268
0.391	0.244
0.343	0.238
0.42	0.264
0.374	0.273
0.381	0.292
0.376	0.234
0.393	0.265
0.28	0.19
0.325	0.246
0.382	0.215
0.348	0.252
0.371	0.279
0.339	0.262
0.372	0.27
0.323	0.23
0.366	0.248
0.313	0.23
0.353	0.26
0.319	0.234
0.331	0.238
0.357	0.194
0.327	0.24
0.324	0.244
0.367	0.262
0.37	0.262
0.343	0.202
0.371	0.247
0.344	0.238
0.372	0.245
0.391	0.245
0.361	0.222
0.382	0.25
0.346	0.232
0.382	0.21
0.372	0.217
0.372	0.231
0.347	0.236
0.368	0.205
0.388	0.234
0.296	0.188
0.313	0.234
0.35	0.203
0.304	0.204
0.343	0.245
0.279	0.199
0.346	0.238
0.376	0.259
0.324	0.231
0.313	0.217
0.377	0.249
0.356	0.239
0.33	0.224
0.301	0.207
0.317	0.244
0.316	0.233
0.29	0.2
0.33	0.225
0.359	0.229
0.31	0.206
0.305	0.229
0.307	0.245
0.376	0.22
0.315	0.225
0.348	0.218
0.319	0.202
0.293	0.174
0.33	0.223
0.333	0.142
0.305	0.187
0.315	0.233
0.292	0.215
0.313	0.235
0.355	0.269
0.358	0.228
0.297	0.204
0.269	0.18
0.315	0.225
0.291	0.189
0.292	0.187
0.308	0.2
0.335	0.197
0.342	0.196
0.293	0.196
0.355	0.217
0.3	0.217
0.308	0.205
0.321	0.212
0.294	0.169
0.296	0.221
0.299	0.196
0.273	0.175
0.275	0.174
0.319	0.232
0.324	0.185
0.294	0.198
0.31	0.201
0.288	0.193
0.302	0.202
0.307	0.136
0.31	0.2
0.307	0.172
0.313	0.207
0.304	0.175
0.27	0.217
0.274	0.2
0.318	0.232
0.346	0.23
0.247	0.177
0.316	0.208
0.263	0.189
0.257	0.168
0.332	0.246
0.291	0.206
0.246	0.174
0.311	0.217
0.284	0.191
0.283	0.167
0.29	0.19
0.244	0.172
0.272	0.168
0.263	0.186
0.236	0.167
0.288	0.21
0.314	0.192
0.278	0.168
0.269	0.188
0.272	0.195
0.312	0.192
0.23	0.145
0.248	0.165
0.251	0.177
0.256	0.192
0.277	0.18
0.252	0.181
0.29	0.193
0.289	0.173
0.268	0.162
0.25	0.178
0.272	0.194
0.262	0.169
0.365	0.181
0.252	0.181
0.251	0.178
0.242	0.173
0.27	0.187
0.231	0.163
0.239	0.164
0.291	0.2
0.234	0.16
0.228	0.161
0.264	0.197
0.226	0.14
0.259	0.173
0.278	0.194
0.342	0.197
0.264	0.172
0.235	0.196
0.254	0.177
0.236	0.166
0.238	0.162
0.288	0.181
0.225	0.17
0.227	0.162
0.23	0.163
0.256	0.215
0.259	0.176
0.243	0.17
0.255	0.178
0.227	0.163
0.264	0.179
0.258	0.177
0.27	0.208
0.248	0.174
0.229	0.164
0.273	0.19
0.29	0.142
0.249	0.155
0.224	0.141
0.255	0.155
0.241	0.165
0.267	0.192
0.238	0.165
0.256	0.144
0.251	0.138
0.246	0.109
0.235	0.159
0.249	0.189
0.238	0.163
0.253	0.175
0.246	0.177
0.224	0.167
0.251	0.147
0.249	0.178
0.228	0.165
0.236	0.162
0.228	0.159
0.241	0.163
0.264	0.163
0.237	0.167
0.242	0.149
0.23	0.163
0.19	0.138
0.246	0.174
0.238	0.164
0.271	0.141
0.208	0.171
0.232	0.167
0.229	0.161
0.204	0.145
0.228	0.14
0.231	0.112
0.248	0.156
0.201	0.174
0.248	0.174
0.181	0.175
0.228	0.148
0.234	0.149
0.229	0.154
0.268	0.173
0.245	0.172
0.211	0.161
0.231	0.162
0.199	0.168
0.15	0.147
0.228	0.162
0.206	0.106
0.211	0.15
0.206	0.147
0.165	0.146
0.189	0.177
0.198	0.163
0.199	0.169
0.244	0.167
0.177	0.133
0.229	0.157
0.165	0.154
0.239	0.164
0.227	0.155
0.233	0.134
0.218	0.135
0.238	0.165
0.222	0.151
0.235	0.154
0.218	0.108
0.23	0.165
0.23	0.162
0.218	0.166
0.274	0.135
0.247	0.166
0.242	0.155
0.177	0.123
0.149	0.113
0.154	0.137
0.181	0.155
0.226	0.164
0.203	0.153
0.198	0.125
0.181	0.132
0.188	0.126
0.21	0.166
0.192	0.142
0.211	0.136
0.228	0.162
0.183	0.125
0.192	0.173
0.173	0.142
0.167	0.107
0.144	0.157
0.148	0.116
0.178	0.146
0.201	0.122
0.194	0.118
0.185	0.161
0.166	0.153
0.186	0.156
0.214	0.14
0.218	0.125
0.194	0.17
0.153	0.098
0.216	0.133
0.169	0.127
0.23	0.163
0.188	0.149
0.147	0.124
0.197	0.127
0.132	0.121
0.184	0.154
0.146	0.144
0.195	0.142
0.176	0.114
0.201	0.165
0.171	0.137
0.229	0.155
0.213	0.123
0.231	0.159
0.226	0.187
0.176	0.14
0.305	0.183
0.322	0.17
0.293	0.19
0.304	0.153
0.309	0.134
0.307	0.157
0.336	0.195
0.305	0.155
0.35	0.133
0.352	0.194
0.328	0.165
0.27	0.179
0.401	0.188
0.359	0.19
0.33	0.192
0.305	0.18
0.414	0.152
0.39	0.145
0.377	0.196
0.346	0.204
0.363	0.2
0.346	0.158
0.351	0.175
0.369	0.148
0.44	0.167
0.41	0.161
0.411	0.17
0.391	0.144
0.386	0.199
0.396	0.173
0.392	0.181
0.502	0.172
0.402	0.18
0.457	0.16
0.351	0.193
0.473	0.175
0.448	0.213
0.514	0.182
0.362	0.179
0.41	0.208
0.483	0.194
0.404	0.133
0.484	0.187
0.515	0.183
0.514	0.178
0.524	0.147
0.501	0.126
0.526	0.167
0.487	0.178
0.489	0.116
0.514	0.176
0.513	0.153
0.513	0.145
0.462	0.179
0.552	0.22
0.598	0.166
0.553	0.148
0.498	0.181
0.516	0.189
0.584	0.149
0.573	0.16
0.606	0.19
0.592	0.152
0.664	0.169
0.53	0.14
0.6	0.178
0.667	0.166
0.568	0.179
0.574	0.17
0.514	0.15
0.579	0.157
0.492	0.151
0.584	0.162
0.574	0.193
0.55	0.187
0.675	0.173
0.596	0.132
0.61	0.155
0.662	0.157
0.594	0.148
0.613	0.152
0.616	0.191
0.552	0.141
0.579	0.164
0.632	0.167
0.577	0.153
0.664	0.182
0.628	0.167
0.623	0.14
0.633	0.186
0.695	0.143
0.703	0.176
0.678	0.17
0.637	0.161
0.663	0.175
0.676	0.179
0.665	0.166
0.708	0.15
0.659	0.178
0.678	0.172
0.611	0.171
0.675	0.176
0.704	0.15
0.671	0.158
0.695	0.143
0.664	0.141
0.688	0.176
0.697	0.147
0.752	0.164
0.658	0.184
0.715	0.161
0.71	0.156
0.647	0.16
0.711	0.151
0.698	0.161
0.711	0.159
0.732	0.14
0.704	0.187
0.662	0.167
0.655	0.128
0.737	0.167
0.696	0.183
0.752	0.176
0.749	0.162
0.724	0.143
0.72	0.161
0.771	0.161
0.735	0.145
0.72	0.18
0.751	0.16
0.762	0.16
0.714	0.146
0.799	0.163
0.782	0.165
0.74	0.168
0.743	0.159
0.755	0.161
0.759	0.154
0.782	0.16
0.735	0.149
0.806	0.145
0.765	0.151
0.755	0.157
0.754	0.162
0.751	0.173
0.78	0.163
0.796	0.179
0.768	0.166
0.814	0.157
0.791	0.133
0.799	0.171
0.802	0.161
0.798	0.149
0.824	0.165
0.784	0.154
0.761	0.156
0.815	0.168
0.815	0.184
0.757	0.166
0.824	0.158
0.803	0.159
0.825	0.167
0.813	0.165
0.828	0.158
0.766	0.167
0.822	0.154
0.799	0.164
0.832	0.155
0.792	0.174
0.806	0.148
0.863	0.175
0.832	0.155
0.832	0.154
0.824	0.163
0.813	0.148
0.799	0.148
0.813	0.172
0.824	0.169
0.821	0.13
0.827	0.153
0.815	0.177
0.816	0.164
0.812	0.166
0.832	0.16
0.836	0.154
0.821	0.166
0.806	0.18
0.819	0.159
0.805	0.149
0.818	0.162
0.812	0.16
0.798	0.186
0.768	0.167
0.752	0.16
0.814	0.165
0.802	0.164
0.743	0.172
0.779	0.181
0.76	0.16
0.752	0.153
0.703	0.149
0.782	0.164
0.81	0.162
0.783	0.142
0.752	0.159
0.718	0.16
0.736	0.153
0.712	0.142
0.693	0.147
0.751	0.16
0.679	0.155
0.733	0.165
0.708	0.148
0.74	0.16
0.719	0.169
0.696	0.139
0.688	0.171
0.667	0.128
0.639	0.131
0.713	0.158
0.681	0.139
0.684	0.182
0.706	0.156
0.691	0.154
0.719	0.194
0.676	0.129
0.696	0.144
0.701	0.17
0.695	0.144
0.678	0.151
0.665	0.158
0.696	0.184
0.61	0.165
0.62	0.167
0.674	0.168
0.639	0.17
0.637	0.165
0.591	0.156
0.534	0.18
0.568	0.12
0.573	0.173
0.569	0.156
0.584	0.161
0.538	0.174
0.508	0.19
0.559	0.187
0.539	0.173
0.585	0.169
0.512	0.148
0.566	0.168
0.498	0.17
0.593	0.114
0.515	0.17
0.542	0.166
0.493	0.177
0.572	0.16
0.456	0.171
0.534	0.149
0.512	0.144
0.581	0.158
0.436	0.175
0.545	0.179
0.537	0.184
0.499	0.171
0.436	0.152
0.465	0.188
0.481	0.157
0.48	0.182
0.484	0.103
0.575	0.148
0.439	0.18
0.479	0.126
0.35	0.142
0.421	0.155
0.38	0.153
0.368	0.188
0.394	0.188
0.467	0.129
0.328	0.142
0.377	0.134
0.372	0.184
0.36	0.163
0.349	0.144
0.279	0.133
0.364	0.198
0.318	0.161
0.362	0.169
0.276	0.145
0.353	0.155
0.355	0.164
0.295	0.135
0.36	0.163
0.402	0.179
0.277	0.169
0.316	0.188
0.285	0.172
0.374	0.146
0.308	0.125
0.341	0.131
0.396	0.179
0.358	0.166
0.306	0.197
0.27	0.172
0.293	0.131
0.372	0.139
0.28	0.158
0.274	0.165
0.294	0.159
0.317	0.157
0.254	0.168
0.221	0.145
0.255	0.175
0.237	0.163
0.267	0.165
0.28	0.169
0.246	0.161
0.259	0.127
0.288	0.191
0.244	0.156
0.275	0.17
0.238	0.17
0.216	0.165
0.275	0.135
0.253	0.159
0.243	0.154
0.267	0.162
0.245	0.156
0.249	0.175
0.239	0.165
0.276	0.159
0.258	0.181
0.22	0.164
0.231	0.151
0.302	0.185
0.23	0.163
0.229	0.151
0.283	0.174
0.227	0.164
0.219	0.137
0.216	0.11
0.224	0.153
0.253	0.148
0.24	0.144
0.242	0.17
0.23	0.162
0.233	0.159
0.238	0.164
0.243	0.152
0.199	0.126
0.207	0.137
0.249	0.154
0.229	0.152
0.256	0.149
0.241	0.153
0.278	0.181
0.215	0.136
0.231	0.163
0.241	0.153
0.269	0.184
0.227	0.162
0.314	0.128
0.262	0.118
0.282	0.174
0.261	0.125
0.293	0.125
0.288	0.161
0.277	0.131
0.316	0.113
0.238	0.125
0.312	0.179
0.312	0.138
0.312	0.151
0.377	0.155
0.319	0.11
0.282	0.158
0.316	0.189
0.308	0.161
0.359	0.188
0.369	0.206
0.341	0.151
0.394	0.129
0.42	0.211
0.437	0.179
0.469	0.144
0.399	0.155
0.375	0.184
0.474	0.154
0.453	0.197
0.406	0.115
0.429	0.175
0.418	0.165
0.512	0.178
0.555	0.135
0.51	0.176
0.449	0.114
0.507	0.221
0.488	0.195
0.482	0.175
0.449	0.176
0.557	0.168
0.565	0.133
0.553	0.16
0.575	0.149
0.486	0.166
0.517	0.121
0.59	0.145
0.566	0.136
0.56	0.13
0.589	0.165
0.591	0.15
0.59	0.133
0.617	0.157
0.608	0.161
0.582	0.174
0.618	0.163
0.615	0.175
0.614	0.145
0.608	0.144
0.654	0.133
0.647	0.14
0.692	0.179
0.651	0.155
0.702	0.155
0.654	0.179
0.623	0.145
0.689	0.169
0.689	0.154
0.747	0.161
0.632	0.137
0.675	0.162
0.709	0.151
0.684	0.187
0.666	0.153
0.685	0.162
0.639	0.141
0.704	0.151
0.735	0.162
0.738	0.168
0.738	0.158
0.702	0.163
0.737	0.134
0.722	0.153
0.699	0.144
0.746	0.186
0.698	0.146
0.689	0.155
0.733	0.189
0.708	0.159
0.734	0.158
0.73	0.182
0.751	0.16
0.732	0.152
0.72	0.157
0.761	0.163
0.727	0.159
0.758	0.164
0.761	0.152
0.777	0.151
0.743	0.105
0.808	0.176
0.762	0.125
0.778	0.154
0.808	0.158
0.742	0.179
0.772	0.147
0.798	0.162
0.78	0.16
0.8	0.164
0.783	0.168
0.754	0.16
0.792	0.171
0.813	0.159
0.826	0.159
0.793	0.176
0.798	0.167
0.831	0.156
0.82	0.123
0.776	0.217
0.822	0.166
0.805	0.165
0.786	0.168
0.847	0.145
0.827	0.16
0.805	0.172
0.796	0.182
0.822	0.169
0.815	0.165
0.8	0.173
0.824	0.167
0.817	0.161
0.823	0.168
0.822	0.168
0.842	0.163
0.843	0.159
0.836	0.17
0.832	0.157
0.832	0.157
0.822	0.172
0.821	0.163
0.794	0.162
0.834	0.153
0.821	0.169
0.823	0.157
0.798	0.16
0.807	0.163
0.808	0.18
0.833	0.155
0.823	0.16
0.807	0.138
0.786	0.181
0.759	0.165
0.749	0.16
0.764	0.171
0.743	0.162
0.722	0.154
0.76	0.149
0.754	0.159
0.757	0.15
0.742	0.16
0.767	0.167
0.737	0.166
0.732	0.15
0.776	0.155
0.733	0.185
0.7	0.142
0.765	0.161
0.692	0.159
0.734	0.168
0.73	0.179
0.689	0.146
0.71	0.151
0.732	0.152
0.701	0.166
0.735	0.145
0.741	0.164
0.638	0.159
0.669	0.154
0.72	0.125
0.74	0.187
0.681	0.156
0.677	0.155
0.718	0.177
0.707	0.149
0.708	0.19
0.689	0.155
0.633	0.146
0.692	0.186
0.688	0.156
0.674	0.172
0.65	0.169
0.655	0.197
0.636	0.147
0.581	0.129
0.655	0.154
0.653	0.157
0.671	0.14
0.576	0.147
0.64	0.158
0.581	0.163
0.609	0.148
0.515	0.155
0.609	0.172
0.589	0.15
0.651	0.148
0.587	0.163
0.556	0.134
0.53	0.18
0.548	0.169
0.515	0.152
0.626	0.159
0.515	0.148
0.519	0.17
0.516	0.144
0.589	0.172
0.486	0.133
0.463	0.166
0.449	0.14
0.462	0.147
0.476	0.162
0.483	0.161
0.396	0.111
0.436	0.172
0.491	0.186
0.416	0.145
0.487	0.161
0.352	0.123
0.424	0.139
0.479	0.201
0.417	0.134
0.373	0.177
0.4	0.135
0.406	0.166
0.369	0.149
0.301	0.16
0.323	0.138
0.321	0.178
0.353	0.169
0.345	0.113
0.365	0.149
0.356	0.119
0.273	0.154
0.355	0.196
0.287	0.177
0.365	0.125
0.305	0.162
0.33	0.164
0.229	0.164
0.234	0.148
0.262	0.154
0.254	0.135
0.225	0.126
0.308	0.176
0.241	0.163
0.251	0.163
0.262	0.175
0.213	0.158
0.271	0.144
0.272	0.153
0.284	0.189
0.311	0.161
0.229	0.163
0.216	0.16
0.223	0.157
0.236	0.16
0.259	0.157
0.241	0.164
0.23	0.162
0.231	0.142
0.232	0.164
0.236	0.165
0.235	0.112
0.225	0.145
0.22	0.153
0.236	0.164
0.246	0.17
0.189	0.161
0.23	0.125
0.15	0.138
0.227	0.175
0.17	0.149
0.203	0.17
0.206	0.176
0.235	0.16
0.191	0.119
0.203	0.159
0.199	0.162
0.198	0.153
0.199	0.127
0.158	0.166
0.152	0.14
